Sales Person,Country,Product,Date,Amount,Boxes Shipped
Ches Bonnell,USA,50% Dark Bites,25-May-22,"$12,026 ",238
Brien Boise,USA,Organic Choco Syrup,8-Jun-22,"$5,705 ",270
Dennison Crosswaite,New Zealand,70% Dark Bites,11-May-22,"$3,017 ",83
Dennison Crosswaite,Canada,Peanut Butter Cubes,23-Jun-22,$959 ,329
Rafaelita Blaksland,Canada,50% Dark Bites,15-Jul-22,"$1,155 ",425
Van Tuxwell,India,85% Dark Bars,11-Aug-22,"$2,002 ",256
Camilla Castle,Canada,Eclairs,25-Jul-22,"$8,022 ",169
Madelene Upcott,USA,99% Dark & Pure,1-Mar-22,$77 ,315
Barr Faughny,Canada,Choco Coated Almonds,30-Aug-22,"$3,080 ",212
Ches Bonnell,India,Drinking Coco,12-Jan-22,"$4,179 ",358
Marney O'Breen,New Zealand,Manuka Honey Choco,22-Jul-22,"$2,688 ",127
Madelene Upcott,India,Choco Coated Almonds,2-Jun-22,"$2,926 ",179
Andria Kimpton,New Zealand,Choco Coated Almonds,8-Jun-22,"$7,007 ",347
Curtice Advani,Canada,Fruit & Nut Bars,28-Mar-22,"$8,575 ",321
Marney O'Breen,Australia,99% Dark & Pure,31-Jan-22,$637 ,71
Brien Boise,New Zealand,White Choc,31-Mar-22,"$3,647 ",61
Husein Augar,Australia,50% Dark Bites,8-Jun-22,"$1,981 ",204
Beverie Moffet,Australia,Fruit & Nut Bars,19-Aug-22,"$3,710 ",205
Kelci Walkden,USA,After Nines,13-Jan-22,"$7,231 ",99
Dennison Crosswaite,New Zealand,Manuka Honey Choco,29-Apr-22,"$3,948 ",293
Karlen McCaffrey,USA,Raspberry Choco,17-Aug-22,"$3,955 ",276
Roddy Speechley,USA,White Choc,5-Apr-22,"$6,013 ",205
Kelci Walkden,Canada,99% Dark & Pure,21-Feb-22,"$5,250 ",316
Barr Faughny,Canada,85% Dark Bars,3-Mar-22,"$7,756 ",416
Roddy Speechley,New Zealand,Smooth Sliky Salty,12-Apr-22,"$6,468 ",94
Jehu Rudeforth,UK,Caramel Stuffed Bars,24-Mar-22,"$4,914 ",370
Gunar Cockshoot,India,50% Dark Bites,24-Jun-22,"$1,127 ",149
Brien Boise,UK,Drinking Coco,21-Apr-22,"$3,402 ",447
Ches Bonnell,Australia,Spicy Special Slims,9-Jun-22,"$7,231 ",127
Kelci Walkden,India,Drinking Coco,9-Jun-22,"$1,505 ",94
Barr Faughny,Canada,Peanut Butter Cubes,15-Jul-22,"$2,534 ",122
Camilla Castle,New Zealand,50% Dark Bites,26-Jan-22,"$8,309 ",10
Kaine Padly,Canada,70% Dark Bites,3-May-22,"$6,013 ",281
Madelene Upcott,UK,Organic Choco Syrup,18-Aug-22,$63 ,398
Van Tuxwell,Canada,Peanut Butter Cubes,4-Mar-22,"$3,423 ",468
Andria Kimpton,New Zealand,Caramel Stuffed Bars,27-Jan-22,"$5,033 ",71
Andria Kimpton,USA,Smooth Sliky Salty,22-Aug-22,"$4,018 ",171
Barr Faughny,India,Peanut Butter Cubes,24-Jun-22,"$5,194 ",103
Karlen McCaffrey,USA,Manuka Honey Choco,20-Jan-22,"$2,443 ",45
Kelci Walkden,Australia,Drinking Coco,18-Jan-22,"$1,428 ",415
Jan Morforth,Canada,Caramel Stuffed Bars,6-Jul-22,"$6,811 ",84
Madelene Upcott,UK,Eclairs,8-Jun-22,"$8,183 ",110
Karlen McCaffrey,Australia,Spicy Special Slims,3-Mar-22,"$4,725 ",353
Curtice Advani,Canada,Choco Coated Almonds,22-Jul-22,"$10,829 ",416
Oby Sorrel,UK,Raspberry Choco,23-Jun-22,"$6,769 ",171
Andria Kimpton,India,Smooth Sliky Salty,31-Jan-22,"$8,904 ",467
Andria Kimpton,UK,Smooth Sliky Salty,15-Apr-22,"$13,405 ",413
Van Tuxwell,Australia,Smooth Sliky Salty,18-May-22,$448 ,257
Van Tuxwell,New Zealand,Mint Chip Choco,17-May-22,$721 ,121
Kaine Padly,New Zealand,Drinking Coco,14-Jan-22,"$22,050 ",7
Ches Bonnell,Canada,Organic Choco Syrup,3-Mar-22,"$1,617 ",287
Camilla Castle,USA,99% Dark & Pure,3-May-22,"$4,074 ",581
Wilone O'Kielt,USA,Almond Choco,14-Jun-22,"$9,772 ",508
Mallorie Waber,New Zealand,99% Dark & Pure,7-Jan-22,"$9,527 ",155
Van Tuxwell,India,Caramel Stuffed Bars,8-Mar-22,"$7,609 ",302
Jehu Rudeforth,USA,Smooth Sliky Salty,8-Aug-22,"$4,697 ",411
Jan Morforth,New Zealand,Baker's Choco Chips,8-Jul-22,"$4,641 ",153
Barr Faughny,Canada,After Nines,8-Jun-22,"$5,173 ",66
Madelene Upcott,Canada,50% Dark Bites,26-Jan-22,"$7,910 ",119
Kaine Padly,New Zealand,Mint Chip Choco,14-Jul-22,"$16,401 ",68
Brien Boise,USA,Peanut Butter Cubes,20-Jun-22,"$2,611 ",87
Mallorie Waber,UK,Smooth Sliky Salty,22-Jul-22,"$2,387 ",219
Brien Boise,Canada,Manuka Honey Choco,8-Apr-22,"$10,486 ",307
Gunar Cockshoot,Australia,Organic Choco Syrup,29-Jul-22,"$4,158 ",284
Brien Boise,New Zealand,Eclairs,1-Jul-22,"$4,858 ",398
Beverie Moffet,USA,Milk Bars,28-Jul-22,"$2,765 ",103
Gunar Cockshoot,India,Raspberry Choco,18-Apr-22,"$7,959 ",303
Dennison Crosswaite,Australia,99% Dark & Pure,14-Mar-22,"$7,714 ",170
Madelene Upcott,USA,Peanut Butter Cubes,19-Jul-22,"$7,007 ",207
Marney O'Breen,Australia,Drinking Coco,2-May-22,"$1,869 ",269
Jehu Rudeforth,India,Baker's Choco Chips,28-Apr-22,"$2,387 ",338
Gunar Cockshoot,USA,85% Dark Bars,2-Jun-22,"$7,126 ",55
Beverie Moffet,UK,Eclairs,15-Mar-22,"$3,626 ",117
Oby Sorrel,New Zealand,70% Dark Bites,16-Aug-22,"$6,797 ",321
Karlen McCaffrey,Australia,Baker's Choco Chips,2-Jun-22,"$1,456 ",434
Camilla Castle,USA,After Nines,3-Mar-22,"$4,116 ",11
Curtice Advani,USA,White Choc,5-Apr-22,"$4,795 ",281
Andria Kimpton,USA,Eclairs,1-Jun-22,$945 ,159
Marney O'Breen,Australia,Peanut Butter Cubes,25-Jan-22,"$3,528 ",3
Dennison Crosswaite,UK,Mint Chip Choco,19-May-22,"$5,446 ",82
Dotty Strutley,New Zealand,Smooth Sliky Salty,2-Jun-22,"$1,379 ",4
Gigi Bohling,Canada,Caramel Stuffed Bars,6-Jun-22,"$4,991 ",234
Kaine Padly,USA,Manuka Honey Choco,9-Mar-22,"$16,793 ",306
Camilla Castle,Australia,99% Dark & Pure,25-Feb-22,"$13,888 ",457
Curtice Advani,Canada,50% Dark Bites,12-Apr-22,"$2,989 ",136
Husein Augar,New Zealand,99% Dark & Pure,23-Jun-22,"$6,538 ",447
Husein Augar,USA,Choco Coated Almonds,24-Mar-22,"$8,183 ",479
Gigi Bohling,Australia,99% Dark & Pure,7-Jul-22,"$5,747 ",200
Dotty Strutley,USA,After Nines,30-Mar-22,"$8,897 ",41
Wilone O'Kielt,India,70% Dark Bites,28-Feb-22,"$1,428 ",277
Beverie Moffet,UK,99% Dark & Pure,13-May-22,"$5,894 ",108
Karlen McCaffrey,Australia,Choco Coated Almonds,6-May-22,"$10,822 ",269
Brien Boise,Canada,Raspberry Choco,18-Aug-22,"$6,020 ",63
Husein Augar,USA,Milk Bars,15-Feb-22,"$2,352 ",708
Roddy Speechley,India,Drinking Coco,1-Jun-22,"$9,954 ",90
Dennison Crosswaite,India,Orange Choco,21-Feb-22,"$11,137 ",280
Rafaelita Blaksland,UK,99% Dark & Pure,4-May-22,"$2,744 ",49
Ches Bonnell,New Zealand,Spicy Special Slims,19-Jul-22,"$5,474 ",187
Jehu Rudeforth,Canada,Peanut Butter Cubes,14-Apr-22,"$10,122 ",307
Roddy Speechley,New Zealand,50% Dark Bites,16-Aug-22,"$4,676 ",312
Andria Kimpton,Australia,Baker's Choco Chips,10-Jun-22,"$5,271 ",40
Gigi Bohling,Australia,85% Dark Bars,18-Mar-22,"$3,052 ",468
Madelene Upcott,India,70% Dark Bites,18-Jan-22,"$7,126 ",40
Dotty Strutley,UK,Choco Coated Almonds,20-Jan-22,"$9,226 ",188
Van Tuxwell,India,After Nines,17-Mar-22,$63 ,148
Ches Bonnell,USA,After Nines,11-Jan-22,"$2,016 ",380
Jan Morforth,Canada,Almond Choco,30-Aug-22,"$4,284 ",348
Gigi Bohling,Canada,Peanut Butter Cubes,20-Jul-22,"$2,583 ",132
Gunar Cockshoot,Australia,Raspberry Choco,11-May-22,"$10,969 ",152
Karlen McCaffrey,Canada,Milk Bars,26-Jul-22,"$10,969 ",277
Roddy Speechley,Canada,Spicy Special Slims,2-Aug-22,$364 ,413
Camilla Castle,USA,Peanut Butter Cubes,15-Aug-22,"$5,558 ",191
Camilla Castle,New Zealand,Smooth Sliky Salty,9-Aug-22,"$10,031 ",116
Karlen McCaffrey,Australia,Drinking Coco,22-Jun-22,"$1,029 ",339
Barr Faughny,UK,85% Dark Bars,16-Mar-22,"$1,561 ",92
Dennison Crosswaite,Canada,Choco Coated Almonds,31-May-22,"$1,288 ",185
Dennison Crosswaite,UK,70% Dark Bites,22-Mar-22,$483 ,136
Van Tuxwell,Australia,Baker's Choco Chips,22-Apr-22,"$12,313 ",518
Andria Kimpton,USA,Manuka Honey Choco,14-Apr-22,"$10,766 ",312
Husein Augar,UK,Mint Chip Choco,20-Jun-22,"$2,660 ",228
Roddy Speechley,Canada,Baker's Choco Chips,1-Apr-22,"$3,493 ",421
Kaine Padly,Australia,Smooth Sliky Salty,28-Jul-22,"$4,872 ",477
Oby Sorrel,Canada,Fruit & Nut Bars,6-May-22,$602 ,209
Van Tuxwell,Australia,Drinking Coco,28-Mar-22,"$8,092 ",136
Camilla Castle,USA,Organic Choco Syrup,7-Feb-22,"$3,122 ",315
Mallorie Waber,New Zealand,Mint Chip Choco,17-Jan-22,"$9,058 ",210
Wilone O'Kielt,USA,70% Dark Bites,24-May-22,"$3,577 ",581
Jehu Rudeforth,India,Manuka Honey Choco,28-Jan-22,"$8,064 ",218
Barr Faughny,UK,85% Dark Bars,6-Jul-22,"$6,538 ",173
Beverie Moffet,UK,Manuka Honey Choco,17-Jun-22,"$9,282 ",273
Van Tuxwell,UK,50% Dark Bites,26-May-22,"$3,836 ",384
Brien Boise,New Zealand,Manuka Honey Choco,1-Jul-22,"$2,240 ",99
Andria Kimpton,India,Organic Choco Syrup,3-Mar-22,"$1,316 ",323
Dotty Strutley,India,Eclairs,29-Mar-22,"$4,389 ",170
Brien Boise,UK,85% Dark Bars,21-Jul-22,"$2,933 ",111
Husein Augar,India,After Nines,17-May-22,"$6,524 ",71
Dotty Strutley,UK,Spicy Special Slims,24-Jan-22,"$4,641 ",176
Mallorie Waber,Canada,Organic Choco Syrup,17-Aug-22,$364 ,319
Oby Sorrel,New Zealand,Peanut Butter Cubes,14-Jan-22,$161 ,59
Dennison Crosswaite,Australia,Caramel Stuffed Bars,26-May-22,"$4,326 ",64
Madelene Upcott,New Zealand,Orange Choco,11-Feb-22,"$3,612 ",190
Andria Kimpton,Canada,Orange Choco,4-Apr-22,"$7,315 ",151
Wilone O'Kielt,New Zealand,Milk Bars,1-Jul-22,"$9,457 ",3
Andria Kimpton,New Zealand,Eclairs,14-Jul-22,$483 ,79
Rafaelita Blaksland,Canada,Organic Choco Syrup,22-Jun-22,"$10,689 ",389
Karlen McCaffrey,Australia,Drinking Coco,24-Jun-22,"$5,509 ",289
Dennison Crosswaite,India,Fruit & Nut Bars,16-Mar-22,"$1,540 ",547
Dennison Crosswaite,India,Almond Choco,23-Jun-22,"$4,347 ",189
Brien Boise,New Zealand,99% Dark & Pure,2-Mar-22,"$3,108 ",62
Karlen McCaffrey,New Zealand,Eclairs,14-Jan-22,"$2,506 ",333
Kaine Padly,India,Milk Bars,14-Jan-22,"$9,660 ",304
Andria Kimpton,Australia,After Nines,12-Jul-22,"$6,237 ",119
Kaine Padly,Australia,85% Dark Bars,4-Jul-22,"$7,490 ",73
Marney O'Breen,UK,Orange Choco,23-May-22,"$4,193 ",89
Madelene Upcott,India,Caramel Stuffed Bars,17-May-22,"$1,421 ",63
Curtice Advani,India,Raspberry Choco,31-Jan-22,"$7,420 ",160
Marney O'Breen,India,Eclairs,22-Jul-22,$469 ,116
Kelci Walkden,Australia,Milk Bars,10-Mar-22,"$8,134 ",242
Gigi Bohling,Australia,Baker's Choco Chips,10-Feb-22,"$6,993 ",32
Kelci Walkden,India,Peanut Butter Cubes,22-Feb-22,"$12,271 ",238
Ches Bonnell,New Zealand,Caramel Stuffed Bars,3-Mar-22,"$12,565 ",389
Karlen McCaffrey,Canada,Baker's Choco Chips,8-Mar-22,"$1,442 ",78
Husein Augar,India,Smooth Sliky Salty,31-Jan-22,"$2,408 ",708
Ches Bonnell,USA,99% Dark & Pure,11-Aug-22,"$4,025 ",166
Kelci Walkden,UK,Raspberry Choco,23-Aug-22,"$17,465 ",380
Andria Kimpton,Australia,Baker's Choco Chips,18-May-22,"$7,294 ",114
Dennison Crosswaite,New Zealand,Drinking Coco,29-Jun-22,"$11,298 ",543
Rafaelita Blaksland,New Zealand,Orange Choco,29-Jun-22,"$6,279 ",82
Marney O'Breen,USA,Manuka Honey Choco,5-Jul-22,"$8,099 ",227
Kaine Padly,UK,Fruit & Nut Bars,10-May-22,"$2,835 ",183
Wilone O'Kielt,Australia,Organic Choco Syrup,26-Aug-22,"$4,438 ",101
Gunar Cockshoot,UK,Mint Chip Choco,2-Jun-22,"$4,396 ",105
Marney O'Breen,India,99% Dark & Pure,24-Feb-22,"$3,269 ",339
Rafaelita Blaksland,Canada,Fruit & Nut Bars,24-May-22,"$1,225 ",244
Roddy Speechley,New Zealand,White Choc,22-Jun-22,"$9,107 ",213
Husein Augar,India,85% Dark Bars,6-Apr-22,"$4,571 ",396
Dotty Strutley,Canada,Choco Coated Almonds,2-Mar-22,"$4,046 ",403
Roddy Speechley,Canada,White Choc,17-Mar-22,"$2,674 ",45
Curtice Advani,USA,Spicy Special Slims,3-Aug-22,"$5,292 ",262
Beverie Moffet,USA,Manuka Honey Choco,14-Mar-22,"$8,512 ",86
Oby Sorrel,New Zealand,Organic Choco Syrup,28-Jul-22,"$2,898 ",101
Dotty Strutley,Australia,Mint Chip Choco,3-May-22,"$2,926 ",390
Kaine Padly,New Zealand,Caramel Stuffed Bars,24-Feb-22,"$2,611 ",554
Karlen McCaffrey,India,Choco Coated Almonds,14-Jun-22,"$7,350 ",314
Marney O'Breen,New Zealand,99% Dark & Pure,9-Feb-22,"$13,706 ",85
Marney O'Breen,USA,Fruit & Nut Bars,22-Mar-22,$84 ,186
Oby Sorrel,India,Smooth Sliky Salty,20-Jun-22,$700 ,319
Camilla Castle,New Zealand,Orange Choco,25-Feb-22,"$2,898 ",201
Husein Augar,USA,Almond Choco,4-May-22,"$5,061 ",217
Curtice Advani,New Zealand,Fruit & Nut Bars,14-Apr-22,"$4,522 ",85
Madelene Upcott,UK,Caramel Stuffed Bars,24-Jun-22,"$2,492 ",110
Dennison Crosswaite,UK,Smooth Sliky Salty,8-Jun-22,"$3,437 ",258
Ches Bonnell,Canada,Baker's Choco Chips,22-Feb-22,"$6,426 ",311
Mallorie Waber,UK,Spicy Special Slims,24-Jan-22,"$8,981 ",198
Madelene Upcott,UK,After Nines,18-Mar-22,"$8,673 ",264
Marney O'Breen,USA,Choco Coated Almonds,8-Aug-22,"$11,571 ",105
Roddy Speechley,India,Milk Bars,17-Jun-22,"$9,282 ",512
Jan Morforth,New Zealand,Choco Coated Almonds,24-Feb-22,$168 ,250
Curtice Advani,USA,99% Dark & Pure,18-Aug-22,"$5,173 ",37
Wilone O'Kielt,USA,After Nines,19-Jan-22,"$3,178 ",264
Marney O'Breen,USA,Milk Bars,1-Apr-22,"$4,053 ",208
Rafaelita Blaksland,Canada,Choco Coated Almonds,1-Mar-22,"$1,463 ",126
Gunar Cockshoot,New Zealand,Choco Coated Almonds,28-Jan-22,"$4,284 ",75
Mallorie Waber,Australia,Drinking Coco,1-Jul-22,"$6,328 ",53
Wilone O'Kielt,USA,99% Dark & Pure,29-Mar-22,"$1,554 ",709
Dennison Crosswaite,India,Caramel Stuffed Bars,6-Apr-22,"$4,074 ",115
Dennison Crosswaite,UK,Choco Coated Almonds,18-Apr-22,"$1,666 ",44
Oby Sorrel,UK,Manuka Honey Choco,17-Feb-22,"$9,023 ",216
Gigi Bohling,Canada,Baker's Choco Chips,25-Feb-22,"$2,912 ",341
Kaine Padly,USA,Manuka Honey Choco,21-Feb-22,"$13,503 ",56
Oby Sorrel,Canada,Raspberry Choco,2-Mar-22,"$4,382 ",304
Dotty Strutley,UK,Fruit & Nut Bars,23-May-22,"$3,297 ",285
Oby Sorrel,India,Baker's Choco Chips,9-Mar-22,"$3,654 ",99
Kelci Walkden,Canada,99% Dark & Pure,1-Jun-22,"$5,502 ",149
Kelci Walkden,New Zealand,Baker's Choco Chips,16-Aug-22,"$16,114 ",276
Roddy Speechley,UK,Caramel Stuffed Bars,6-Jun-22,"$5,075 ",276
Oby Sorrel,Canada,Choco Coated Almonds,23-Jun-22,"$2,499 ",352
Roddy Speechley,New Zealand,Organic Choco Syrup,9-Mar-22,$735 ,341
Dotty Strutley,Canada,99% Dark & Pure,12-Jul-22,"$2,443 ",182
Karlen McCaffrey,New Zealand,Almond Choco,31-Aug-22,"$1,505 ",87
Oby Sorrel,Australia,Milk Bars,13-May-22,"$3,346 ",284
Roddy Speechley,Australia,Spicy Special Slims,30-Jun-22,"$12,586 ",77
Jehu Rudeforth,India,Almond Choco,21-Jun-22,"$16,016 ",495
Gigi Bohling,India,Milk Bars,6-Apr-22,"$1,575 ",347
Gunar Cockshoot,Australia,Choco Coated Almonds,5-Aug-22,"$1,442 ",447
Kelci Walkden,New Zealand,85% Dark Bars,24-Jun-22,"$13,888 ",207
Roddy Speechley,New Zealand,Raspberry Choco,22-Mar-22,"$8,190 ",411
Curtice Advani,USA,70% Dark Bites,28-Jan-22,"$2,191 ",271
Rafaelita Blaksland,India,85% Dark Bars,5-May-22,"$1,309 ",150
Rafaelita Blaksland,USA,99% Dark & Pure,5-May-22,"$5,012 ",464
Kelci Walkden,Canada,Mint Chip Choco,18-May-22,"$14,798 ",4
Beverie Moffet,New Zealand,Eclairs,15-Mar-22,"$5,670 ",110
Madelene Upcott,UK,Choco Coated Almonds,22-Aug-22,"$5,271 ",27
Karlen McCaffrey,UK,Caramel Stuffed Bars,17-Jan-22,"$4,844 ",303
Dennison Crosswaite,Australia,Drinking Coco,20-Apr-22,"$8,673 ",95
Andria Kimpton,USA,Raspberry Choco,15-Feb-22,"$7,798 ",614
Andria Kimpton,Australia,70% Dark Bites,19-May-22,"$4,935 ",356
Rafaelita Blaksland,USA,Caramel Stuffed Bars,21-Mar-22,"$1,435 ",320
Gigi Bohling,UK,Organic Choco Syrup,15-Feb-22,"$13,076 ",48
Kaine Padly,India,Fruit & Nut Bars,22-Apr-22,$938 ,157
Van Tuxwell,Australia,Spicy Special Slims,19-Apr-22,"$6,762 ",35
Gunar Cockshoot,Australia,85% Dark Bars,13-May-22,"$6,930 ",127
Dennison Crosswaite,New Zealand,Fruit & Nut Bars,13-Apr-22,"$10,143 ",446
Dotty Strutley,Canada,Manuka Honey Choco,12-Jan-22,"$10,479 ",56
Dotty Strutley,Australia,50% Dark Bites,8-Mar-22,"$9,268 ",273
Brien Boise,Canada,Choco Coated Almonds,9-Feb-22,"$6,034 ",430
Beverie Moffet,USA,Choco Coated Almonds,10-Aug-22,$203 ,207
Roddy Speechley,UK,Almond Choco,8-Jun-22,"$8,022 ",70
Mallorie Waber,New Zealand,Eclairs,14-Mar-22,"$5,075 ",416
Roddy Speechley,India,Choco Coated Almonds,18-May-22,"$9,765 ",10
Gunar Cockshoot,Canada,Almond Choco,9-Jun-22,"$3,346 ",433
Dotty Strutley,USA,70% Dark Bites,21-Jul-22,"$6,839 ",329
Kelci Walkden,New Zealand,Baker's Choco Chips,23-Mar-22,"$7,770 ",125
Wilone O'Kielt,Canada,Spicy Special Slims,16-Aug-22,$784 ,139
Karlen McCaffrey,USA,Choco Coated Almonds,9-Jun-22,"$4,676 ",4
Mallorie Waber,Canada,Milk Bars,4-Apr-22,"$5,502 ",272
Brien Boise,UK,Raspberry Choco,26-Jan-22,"$9,457 ",190
Roddy Speechley,Australia,70% Dark Bites,6-Jun-22,"$1,575 ",342
Rafaelita Blaksland,Australia,Fruit & Nut Bars,25-May-22,"$10,815 ",398
Oby Sorrel,Canada,White Choc,22-Aug-22,"$8,995 ",359
Husein Augar,New Zealand,Raspberry Choco,4-Mar-22,"$2,499 ",174
Dotty Strutley,Canada,99% Dark & Pure,18-Aug-22,"$12,516 ",352
Kaine Padly,Australia,Baker's Choco Chips,17-Feb-22,"$1,309 ",124
Brien Boise,UK,Peanut Butter Cubes,3-May-22,"$7,350 ",8
Dennison Crosswaite,New Zealand,Spicy Special Slims,24-May-22,"$13,846 ",190
Wilone O'Kielt,Canada,Peanut Butter Cubes,20-Jun-22,"$4,599 ",401
Husein Augar,Canada,Smooth Sliky Salty,17-May-22,"$2,345 ",19
Madelene Upcott,UK,Fruit & Nut Bars,10-Feb-22,"$7,798 ",465
Brien Boise,Canada,70% Dark Bites,1-Jun-22,"$3,556 ",149
Barr Faughny,New Zealand,50% Dark Bites,15-Feb-22,"$12,068 ",101
Dennison Crosswaite,Australia,Spicy Special Slims,22-Apr-22,"$2,898 ",73
Van Tuxwell,India,Mint Chip Choco,22-Apr-22,"$3,437 ",330
Gigi Bohling,Australia,Milk Bars,9-Aug-22,"$5,250 ",232
Wilone O'Kielt,UK,Almond Choco,23-Jun-22,"$4,025 ",398
Dennison Crosswaite,New Zealand,Orange Choco,27-Jul-22,"$6,818 ",301
Mallorie Waber,New Zealand,85% Dark Bars,15-Feb-22,"$6,328 ",130
Camilla Castle,UK,Orange Choco,5-May-22,"$3,556 ",24
Jan Morforth,New Zealand,Peanut Butter Cubes,3-Jun-22,"$4,739 ",142
Roddy Speechley,Australia,Eclairs,25-Mar-22,"$7,364 ",216
Van Tuxwell,USA,Peanut Butter Cubes,11-May-22,"$5,446 ",102
Jan Morforth,India,Mint Chip Choco,20-Jul-22,"$5,502 ",184
Karlen McCaffrey,Australia,Organic Choco Syrup,11-Mar-22,"$1,848 ",147
Wilone O'Kielt,New Zealand,Organic Choco Syrup,6-May-22,"$7,357 ",425
Kaine Padly,UK,85% Dark Bars,9-Aug-22,"$4,550 ",11
Brien Boise,India,70% Dark Bites,15-Feb-22,"$1,799 ",164
Kelci Walkden,Canada,Peanut Butter Cubes,14-Jul-22,"$7,252 ",2
Ches Bonnell,Canada,After Nines,16-Mar-22,"$2,303 ",13
Gunar Cockshoot,Canada,50% Dark Bites,26-May-22,$504 ,425
Kelci Walkden,India,After Nines,4-May-22,"$17,318 ",35
Marney O'Breen,New Zealand,Baker's Choco Chips,9-Mar-22,"$9,275 ",47
Marney O'Breen,India,Smooth Sliky Salty,22-Apr-22,"$2,905 ",248
Kelci Walkden,New Zealand,Manuka Honey Choco,8-Apr-22,"$7,133 ",50
Marney O'Breen,New Zealand,Eclairs,13-Jan-22,"$12,362 ",392
Jan Morforth,New Zealand,White Choc,13-Jul-22,"$2,156 ",252
Barr Faughny,Australia,Manuka Honey Choco,7-Jul-22,"$4,361 ",306
Husein Augar,New Zealand,Eclairs,11-Jan-22,"$2,408 ",73
Beverie Moffet,New Zealand,99% Dark & Pure,11-Jan-22,"$4,956 ",190
Ches Bonnell,New Zealand,Choco Coated Almonds,6-Apr-22,"$8,106 ",63
Gigi Bohling,India,Peanut Butter Cubes,26-Jan-22,"$1,155 ",275
Madelene Upcott,USA,Peanut Butter Cubes,30-May-22,"$6,188 ",146
Andria Kimpton,USA,Fruit & Nut Bars,25-Jul-22,"$16,114 ",124
Jan Morforth,USA,50% Dark Bites,17-Jun-22,$483 ,202
Gunar Cockshoot,Australia,Peanut Butter Cubes,3-Mar-22,"$6,111 ",69
Karlen McCaffrey,UK,85% Dark Bars,22-Mar-22,"$5,705 ",395
Marney O'Breen,USA,After Nines,27-Apr-22,$700 ,403
Karlen McCaffrey,Canada,70% Dark Bites,1-Aug-22,"$15,491 ",157
Marney O'Breen,India,Fruit & Nut Bars,11-Jul-22,"$15,547 ",352
Jan Morforth,Australia,Organic Choco Syrup,4-Aug-22,"$4,347 ",172
Marney O'Breen,India,Peanut Butter Cubes,15-Aug-22,"$5,075 ",82
Rafaelita Blaksland,New Zealand,70% Dark Bites,3-Jan-22,"$9,835 ",173
Camilla Castle,USA,Orange Choco,27-Apr-22,"$2,030 ",384
Dennison Crosswaite,UK,After Nines,16-Feb-22,"$1,456 ",258
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2-Mar-22,"$1,351 ",307
Beverie Moffet,India,Smooth Sliky Salty,16-Feb-22,"$1,512 ",25
Marney O'Breen,UK,Peanut Butter Cubes,29-Mar-22,$497 ,34
Kaine Padly,Australia,Manuka Honey Choco,25-Jan-22,"$9,107 ",401
Mallorie Waber,UK,85% Dark Bars,18-Jul-22,"$4,627 ",352
Beverie Moffet,India,99% Dark & Pure,13-Jun-22,"$1,435 ",235
Rafaelita Blaksland,Australia,Fruit & Nut Bars,18-May-22,"$6,944 ",45
Marney O'Breen,UK,Eclairs,11-Apr-22,"$10,766 ",518
Beverie Moffet,India,85% Dark Bars,26-Jul-22,"$4,704 ",482
Husein Augar,Australia,Mint Chip Choco,21-Jan-22,"$4,312 ",74
Gigi Bohling,USA,Spicy Special Slims,5-Aug-22,"$2,863 ",247
Mallorie Waber,UK,Drinking Coco,8-Apr-22,"$14,336 ",219
Dotty Strutley,UK,Fruit & Nut Bars,4-Apr-22,"$7,504 ",339
Dennison Crosswaite,Australia,After Nines,28-Jun-22,$63 ,210
Ches Bonnell,Australia,Raspberry Choco,5-May-22,"$4,515 ",30
Roddy Speechley,Australia,After Nines,22-Feb-22,"$7,602 ",168
Dennison Crosswaite,India,Fruit & Nut Bars,16-Feb-22,"$3,087 ",338
Andria Kimpton,UK,Raspberry Choco,18-Feb-22,"$1,533 ",13
Gunar Cockshoot,USA,Baker's Choco Chips,25-Apr-22,"$1,442 ",237
Brien Boise,Australia,99% Dark & Pure,10-Aug-22,"$2,961 ",97
Rafaelita Blaksland,UK,After Nines,24-Jan-22,"$2,898 ",145
Gunar Cockshoot,UK,Milk Bars,15-Jul-22,"$9,870 ",114
Andria Kimpton,New Zealand,Smooth Sliky Salty,31-Aug-22,"$12,481 ",10
Andria Kimpton,New Zealand,Organic Choco Syrup,3-Jun-22,"$4,193 ",186
Gunar Cockshoot,New Zealand,70% Dark Bites,12-Jul-22,"$6,013 ",4
Beverie Moffet,Canada,Smooth Sliky Salty,1-Jul-22,"$2,898 ",204
Roddy Speechley,Canada,Manuka Honey Choco,20-Jan-22,"$5,222 ",260
Jehu Rudeforth,USA,Raspberry Choco,10-Mar-22,"$9,660 ",229
Mallorie Waber,Australia,99% Dark & Pure,26-Apr-22,"$9,870 ",135
Brien Boise,India,Smooth Sliky Salty,13-Jan-22,"$8,204 ",16
Rafaelita Blaksland,USA,Raspberry Choco,8-Jul-22,"$4,333 ",216
Kelci Walkden,USA,Fruit & Nut Bars,26-Jan-22,$945 ,33
Dotty Strutley,UK,Almond Choco,18-Feb-22,"$14,147 ",312
Rafaelita Blaksland,Australia,85% Dark Bars,30-Mar-22,"$8,267 ",173
Jan Morforth,India,85% Dark Bars,7-Jun-22,"$4,382 ",236
Marney O'Breen,USA,Choco Coated Almonds,21-Apr-22,"$1,414 ",351
